SatelliteName,OperatorCountry,Users,Purpose,OrbitClass,OrbitType,Perigee,Apogee,Period,LaunchMass,DryMass,Power,LaunchDate,Current Date,Age,ContractorCountry,LaunchSite,LaunchVehicle
Gaofen 1,China,Government,Earth Observation,LEO,Sun-Synchronous,630,654,97.56,"1,000",,,4/26/2013,6/5/2018,6,China,Jiuquan Satellite Launch Center,Long March 2D
Gaofen 2,China,Government,Earth Observation,LEO,Sun-Synchronous,620,636,97.06,"1,000",,,8/19/2014,6/5/2018,4,China,Taiyuan Launch Center,Long March 4B
Gaofen 3 ,China,Government,Earth Observation,LEO,Polar,757,759,99.8,"1,000",,,8/9/2016,6/5/2018,2,China,Taiyuan Launch Center,Long March 4C
Gaofen 4,China,Government,Earth Observation,GEO,None,35792,35796,1436.1,"4,600",,,12/28/2015,6/5/2018,3,China,Xichang Satellite Launch Center,Long March 3B
Gaofen 8,China,Government,Earth Observation,LEO,Sun-Synchronous,484,492,94.36,"1,000",,,6/26/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 4B
Gaofen 9,China,Government,Earth Observation,LEO,Sun-Synchronous,618,664,97.54,"1,000",,,9/14/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
Garpun-1 (Cosmos 2473),Russia,Military,Communications,GEO,None,35782,35790,1436.1,"5,000",,,9/20/2011,6/5/2018,7,Russia,Baikonur Cosmodrome,Proton M
Garpun-12L (Cosmos 2513),Russia,Military,Communications,GEO,None,35783,35805,1436.1,"5,000",,,12/10/2015,6/5/2018,3,Russia,Baikonur Cosmodrome,Proton M
GATOSS (Global Air Traffic Awareness and Optimizing through Spaceborne Surveillance),Denmark,Commercial,Technology Development,LEO,Sun-Synchronous,593,819,98.9,5,,,11/21/2013,6/5/2018,5,Denmark,Dombarovsky Air Base,Dnepr
GEARRSAT-2 (Globalstar Experiment And Risk Reduction Satellite),USA,Government,Technology Development,LEO,Non-Polar Inclined,356,700,95,10,,,5/20/2015,6/5/2018,4,USA,Cape Canaveral,Atlas 5
Genesis-1,USA,Commercial,Technology Development,LEO,Non-Polar Inclined,522,569,95.6,"1,360",,,7/12/2006,6/5/2018,12,USA,Dombarovsky Air Base,Dnepr
Genesis-2,USA,Commercial,Technology Development,LEO,Non-Polar Inclined,508,586,95.6,"1,360",,,6/28/2007,6/5/2018,11,USA,Dombarovsky Air Base,Dnepr
GEO IK2 (Cosmos 2517),Russia,Military,Earth Science,LEO,Sun-Synchronous,935,963,104.03,900,,,6/5/2016,6/5/2018,2,Russia,Plesetsk Cosmodrome,Rokot
GeoEye-1 (Orbview 5),USA,Commercial/Government,Earth Observation,LEO,Sun-Synchronous,671,686,98.3,"1,955",,,9/6/2008,6/5/2018,10,USA,Vandenberg AFB,Delta 2
Geotail (Geomagnetic Tail Laboratory),Multinational,Government,Space Science,Elliptical,Deep Highly Eccentric,49551,191451,"2,474.83",980,,273,7/24/1992,6/5/2018,26,USA,Cape Canaveral,Delta 2
"GHGSat-D (Greenhouse Gas Satellite - Demonstrator, Claire)",Canada,Commercial,Earth Science,LEO,Sun-Synchronous,500,512,94.7,15,,,6/22/2016,6/5/2018,2,Canada,Satish Dhawan Space Centre,PSLV XL
"Global Change Observation Mission - 1 Water (GCOM-1, Shikuzu)",USA/Japan,Government,Earth Observation,LEO,Sun-Synchronous,701,704,98.8,"1,900",,4.05,5/17/2012,6/5/2018,7,Japan,Tanegashima Space Center,H-II2
Globalstar M004 (Globalstar 4),USA,Commercial,Communications,LEO,Non-Polar Inclined,1407,1412,114,450,350,"1,500",2/14/1998,6/5/2018,21,USA,Cape Canaveral,Delta 7420
Globalstar M023 (Globalstar 9),USA,Commercial,Communications,LEO,Non-Polar Inclined,1406,1422,114.1,450,350,"1,500",2/9/1999,6/5/2018,20,USA,Baikonur Cosmodrome,Soyuz U
Globalstar M028 (Globalstar 26),USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,450,350,"1,500",7/25/1999,6/5/2018,19,USA,Cape Canaveral,Delta 7420
Globalstar M031 (Globalstar 44),USA,Commercial,Communications,LEO,Non-Polar Inclined,1477,1478,114.1,450,350,"1,500",10/18/1999,6/5/2018,19,USA,Baikonur Cosmodrome,Soyuz U
Globalstar M037 (Globalstar 16),USA,Commercial,Communications,LEO,Non-Polar Inclined,1411,1417,114.1,450,350,"1,500",3/15/1999,6/5/2018,20,USA,Baikonur Cosmodrome,Soyuz U
Globalstar M039 (Globalstar 45),USA,Commercial,Communications,LEO,Non-Polar Inclined,1411,1416,114.1,450,350,"1,500",11/22/1999,6/5/2018,19,USA,Baikonur Cosmodrome,Soyuz U
Globalstar M040 (Globalstar 10),USA,Commercial,Communications,LEO,Non-Polar Inclined,1415,1416,114.1,450,350,"1,500",2/9/1999,6/5/2018,20,USA,Baikonur Cosmodrome,Soyuz U
Globalstar M056 (Globalstar 43),USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,450,350,"1,500",10/18/1999,6/5/2018,19,USA,Baikonur Cosmodrome,Soyuz U
Globalstar M059 (Globalstar 42),USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,114.1,450,350,"1,500",10/18/1999,6/5/2018,19,USA,Baikonur Cosmodrome,Soyuz U
Globalstar M063 (Globalstar 49),USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,450,350,"1,500",2/8/2000,6/5/2018,19,USA,Cape Canaveral,Delta 7420
Globalstar M065 (Globalstar 65),USA,Commercial,Communications,LEO,Non-Polar Inclined,1411,1416,114.1,450,350,"1,500",5/29/2007,6/5/2018,12,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat 
Globalstar M066 (Globalstar 66),USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,114.1,450,350,"1,500",10/20/2007,6/5/2018,11,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M067 (Globalstar 67),USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,450,350,"1,500",10/20/2007,6/5/2018,11,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M068 (Globalstar 68),USA,Commercial,Communications,LEO,Non-Polar Inclined,1411,1414,114,450,350,"1,500",10/20/2007,6/5/2018,11,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M069 (Globalstar 69),USA,Commercial,Communications,LEO,Non-Polar Inclined,1411,1416,114.1,450,350,"1,500",5/29/2007,6/5/2018,12,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat 
Globalstar M070 (Globalstar 70),USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,114.1,450,350,"1,500",10/20/2007,6/5/2018,11,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M071 (Globalstar 71),USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,114.1,450,350,"1,500",5/29/2007,6/5/2018,12,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M072 (Globalstar 72),USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1416,114.1,450,350,"1,500",5/29/2007,6/5/2018,12,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat
"Globalstar M073 (Globalstar 73, Globalstar 2-6)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",10/19/2010,6/5/2018,8,Italy,Baikonur Cosmodrome,Soyuz-Fregat
"Globalstar M074 (Globalstar 74, Globalstar 2-2)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,114.1,700,,"1,700",10/19/2010,6/5/2018,8,Italy,Baikonur Cosmodrome,Soyuz-Fregat
"Globalstar M075 (Globalstar 75, Globalstar 2-5)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,114.1,700,,"1,700",10/19/2010,6/5/2018,8,Italy,Baikonur Cosmodrome,Soyuz-Fregat
"Globalstar M076 (Globalstar 76, Globalstar 2-3)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,114.1,700,,"1,700",10/19/2010,6/5/2018,8,Italy,Baikonur Cosmodrome,Soyuz-Fregat
"Globalstar M077 (Globalstar 77, Globalstar 2-4)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",10/19/2010,6/5/2018,8,Italy,Baikonur Cosmodrome,Soyuz-Fregat
"Globalstar M078 (Globalstar 95, Globalstar 2-23)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,114.08,700,,"1,700",2/6/2013,6/5/2018,6,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
"Globalstar M079 (Globalstar 79, Globalstar 2-1)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",10/19/2010,6/5/2018,8,Italy,Baikonur Cosmodrome,Soyuz-Fregat
"Globalstar M080 (Globalstar 80, Globalstar 2-14)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",12/28/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
"Globalstar M081 (Globalstar 81, Globalstar 2-11)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,114.1,700,,"1,700",7/13/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a
"Globalstar M082 (Globalstar 82, Globalstar 2-15)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",12/28/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
"Globalstar M083 (Globalstar 83, Globalstar 2-7)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",7/13/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a
"Globalstar M084 (Globalstar 84, Globalstar 2-13) ",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",12/28/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
"Globalstar M085 (Globalstar 85, Globalstar 2-10)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,114.1,700,,"1,700",7/13/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a
"Globalstar M086 (Globalstar 86, Globalstar 2-18)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",12/28/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
"Globalstar M088 (Globalstar 88, Globalstar 2-8)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,114.1,700,,"1,700",7/13/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a
"Globalstar M089 (Globalstar 89, Globalstar 2-12)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,118.2,700,,"1,700",7/13/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a
"Globalstar M090 (Globalstar 90, Globalstar 2-17)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",12/28/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
"Globalstar M091 (Globalstar 91, Globalstar 2-9)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,114.1,700,,"1,700",7/13/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a
"Globalstar M092 (Globalstar 92, Globalstar 2-16)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.1,700,,"1,700",12/28/2011,6/5/2018,7,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
"Globalstar M093 (Globalstar 87, Globalstar 2-20)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,113.35,700,,"1,700",2/6/2013,6/5/2018,6,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
"Globalstar M094 (Globalstar 93, Globalstar 2-21)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,103.44,700,,"1,700",2/6/2013,6/5/2018,6,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
"Globalstar M095 (Globalstar 96, Globalstar 2-24)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,114.08,700,,"1,700",2/6/2013,6/5/2018,6,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
"Globalstar M096 (Globalstar 94, Globalstar 2-22)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,103.48,700,,"1,700",2/6/2013,6/5/2018,6,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
"Globalstar M097 (Globalstar 78, Globalstar 2-19)",USA,Commercial,Communications,LEO,Non-Polar Inclined,1370,1391,113.96,700,,"1,700",2/6/2013,6/5/2018,6,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
"Glonass 701 (Glonass-K, Cosmos 2471)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19116,19146,675.78,935,,"1,700",2/26/2011,6/5/2018,8,Russia,Plesetsk Cosmodrome,Soyuz 2
"Glonass 702 (Glonass K, Cosmos 2501)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19103,19178,676.15,935,,"1,700",12/1/2014,6/5/2018,4,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
Glonass 714 (Cosmos 2419),Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19118,19125,675.39,"1,480",,"1,600",12/25/2005,6/5/2018,13,Russia,Baikonur Cosmodrome,Proton K
"Glonass 715 (Glonass 35-1, Cosmos 2424)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19130,19130,675.75,"1,480",,"1,600",12/25/2006,6/5/2018,12,Russia,Baikonur Cosmodrome,Proton K
"Glonass 716 (Glonass 35-2, Cosmos 2425)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19130,19130,675.75,"1,480",,"1,600",12/25/2006,6/5/2018,12,Russia,Baikonur Cosmodrome,Proton K
"Glonass 717 (Glonass 35-3, Cosmos 2426)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19130,19130,675.75,"1,480",,"1,600",12/25/2006,6/5/2018,12,Russia,Baikonur Cosmodrome,Proton K
"Glonass 719 (Glonass 36-2, Cosmos 2432)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19094,19171,675.83,"1,480",,"1,600",10/26/2007,6/5/2018,11,Russia,Baikonur Cosmodrome,Proton K
"Glonass 720 (Glonass 36-3, Cosmos 2433)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19124,19133,675.67,"1,480",,"1,600",10/26/2007,6/5/2018,11,Russia,Baikonur Cosmodrome,Proton K
"Glonass 721 (Glonass 37-1, Cosmos 2435)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19142,19378,680.91,"1,480",,"1,600",12/25/2007,6/5/2018,11,Russia,Baikonur Cosmodrome,Proton M
"Glonass 723 (Glonass 37-3, Cosmos 2436)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19147,19365,680.75,"1,480",,"1,600",12/25/2007,6/5/2018,11,Russia,Baikonur Cosmodrome,Proton M
"Glonass 730 (Glonass 41-1, Cosmos 2456)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19132,19419,681.53,"1,415",,"1,000",12/14/2009,6/5/2018,9,Russia,Baikonur Cosmodrome,Proton M
"Glonass 731 (Glonass 42-1, Cosmos 2459)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19119,19146,675.85,"1,415",,"1,000",3/1/2010,6/5/2018,9,Russia,Baikonur Cosmodrome,Proton M
"Glonass 732 (Glonass 42-3, Cosmos 2460)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19131,19133,675.81,"1,415",,"1,000",3/1/2010,6/5/2018,9,Russia,Baikonur Cosmodrome,Proton M
"Glonass 733 (Glonass 41-2, Cosmos 2457)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,18864,19130,670.47,"1,415",,"1,000",12/14/2009,6/5/2018,9,Russia,Baikonur Cosmodrome,Proton M
"Glonass 734 (Glonass 41-3, Cosmos 2458)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19098,19129,675.08,"1,415",,"1,000",12/14/2009,6/5/2018,9,Russia,Baikonur Cosmodrome,Proton M
"Glonass 735 (Glonass 42-2, Cosmos 2461)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19128,19135,675.81,"1,415",,"1,000",3/1/2010,6/5/2018,9,Russia,Baikonur Cosmodrome,Proton M
"Glonass 736 (Glonass 43-1, Cosmos 2464)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,18909,19123,671.2,"1,415",,"1,000",9/2/2010,6/5/2018,8,Russia,Baikonur Cosmodrome,Proton M
"Glonass 737 (Glonass 43-2, Cosmos 2465)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19116,19380,680.43,"1,415",,"1,000",9/2/2010,6/5/2018,8,Russia,Baikonur Cosmodrome,Proton M
"Glonass 742 (Glonass-M, Cosmos 2474)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19126,19158,676.2,"1,415",,"1,000",10/2/2011,6/5/2018,7,Russia,Plesetsk Cosmodrome,Soyuz 2
"Glonass 743 (Glonass 44-2, Cosmos 2476)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19142,19204,677.46,"1,415",,"1,000",11/4/2011,6/5/2018,7,Russia,Baikonur Cosmodrome,Proton M
"Glonass 744 (Glonass 44-3, Cosmos 2477)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19150,19199,677.5,"1,415",,"1,000",11/4/2011,6/5/2018,7,Russia,Baikonur Cosmodrome,Proton M
"Glonass 745 (Glonass 44-1, Cosmos 2475)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19139,19212,677.54,"1,415",,"1,000",11/4/2011,6/5/2018,7,Russia,Baikonur Cosmodrome,Proton M
"Glonass 747 (Glonass-M, Cosmos 2485)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19087,19173,675.73,"1,415",,"1,000",4/26/2013,6/5/2018,6,Russia,Plesetsk Cosmodrome,Soyuz 2
"Glonass 751 (Glonass-M, Cosmos 2514)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19106,19154,675.75,"1,415",,"1,000",2/7/2016,6/5/2018,3,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
"Glonass 753 (Glonass-M, Cosmos 2516)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19094,19153,675.49,"1,415",,"1,000",5/29/2016,6/5/2018,3,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
"Glonass 754 (Glonass-M, Cosmos 2491, RS-46)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19084,19177,675.74,"1,415",,"1,000",3/23/2014,6/5/2018,5,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
"Glonass 755 (Glonass-M, Cosmos 2500)",Russia,Military/Commercial,Navigation,MEO,Non-Polar Inclined,19114,19146,675.73,"1,415",,"1,000",6/14/2014,6/5/2018,4,Russia,Plesetsk Cosmodrome,Soyuz 2.1b
"GOES 13 (Geostationary Operational Environmental Satellite, GOES-N)",USA,Government,Earth Observation,GEO,None,35768,35801,1436,"3,200","1,533","2,300",5/24/2006,6/5/2018,13,USA,Cape Canaveral,Delta 4
"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",USA,Government,Earth Observation,GEO,None,35170,35170,1436,"3,200","1,533","2,300",6/27/2009,6/5/2018,9,USA,Cape Canaveral,Delta 4
"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",USA,Government,Earth Observation,GEO,None,35786,35788,1436.14,"3,175","2,180",,3/4/2010,6/5/2018,9,USA,Cape Canaveral,Delta 4
GOES 16 (Geostationary Operational Environmental Satellite GOES-R),USA,Government,Earth Observation,GEO,None,35790,35795,1436.1,"5,192","2,857",,11/19/2016,6/5/2018,2,USA,Cape Canaveral,Atlas 5
Göktürk 1,Turkey,Military,Earth Observation,LEO,Sun-Synchronous,683,683,98.42,"1,060",,,12/5/2016,6/5/2018,2,France/Italy,Guiana Space Center,Vega
Göktürk 2,Turkey,Military,Earth Observation,LEO,Sun-Synchronous,669,690,98.35,409,,,12/18/2012,6/5/2018,6,Turkey,Jiuquan Satellite Launch Center,Long March 2D
Gonets M-03,Russia,Commercial/Government,Communications,LEO,Polar,1478,1510,115.9,270,,120,7/28/2012,6/5/2018,6,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-04,Russia,Commercial/Government,Communications,LEO,Polar,1480,1511,115.9,270,,120,7/28/2012,6/5/2018,6,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-05,Russia,Commercial/Government,Communications,LEO,Polar,1497,1510,116.1,270,,120,9/8/2010,6/5/2018,8,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-11 (Gonets M21),Russia,Commercial/Government,Communications,LEO,Polar,1497,1508,116,280,,120,3/31/2015,6/5/2018,4,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-12 (Gonets M22),Russia,Commercial/Government,Communications,LEO,Polar,1494,1506,116,280,,120,3/31/2015,6/5/2018,4,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-13 (Gonets M23),Russia,Commercial/Government,Communications,LEO,Polar,1171,1504,116,280,,120,3/31/2015,6/5/2018,4,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-14,Russia,Commercial/Government,Communications,LEO,Polar,1482,1507,115.86,270,,120,9/11/2013,6/5/2018,5,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-16,Russia,Commercial/Government,Communications,LEO,Polar,1493,1508,116,270,,120,9/11/2013,6/5/2018,5,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-17,Russia,Commercial/Government,Communications,LEO,Polar,1494,1509,116.02,270,,120,9/11/2013,6/5/2018,5,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-18,Russia,Commercial/Government,Communications,LEO,Polar,1479,1510,115.87,280,,120,7/3/2014,6/5/2018,4,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-19,Russia,Commercial/Government,Communications,LEO,Polar,1480,1512,115.89,280,,120,7/3/2014,6/5/2018,4,Russia,Plesetsk Cosmodrome,Rokot
Gonets M-20,Russia,Commercial/Government,Communications,LEO,Polar,1478,1509,115.84,280,,120,7/3/2014,6/5/2018,4,Russia,Plesetsk Cosmodrome,Rokot
GPM Core Observatory (Global Precipitation Measurement),USA/Japan,Government,Earth Observation,LEO,Non-Polar Inclined,392,409,92.57,"3,850",,,2/27/2014,6/5/2018,5,USA,Tanegashima Space Center,H2A
"Grace 1 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,Civil,Earth Observation,LEO,Polar,396,404,93.4,480,445,150,3/17/2002,6/5/2018,17,Germany/USA,Plesetsk Cosmodrome,Rokot
"Grace 2 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,Civil,Earth Observation,LEO,Polar,396,404,93.4,480,445,150,3/17/2002,6/5/2018,17,Germany/USA,Plesetsk Cosmodrome,Rokot
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",Japan,Civil,Earth Observation,LEO,Sun-Synchronous,668,670,98.1,"1,750",,"3,800",1/23/2009,6/5/2018,10,Japan,Tanegashima Space Center,H2A
GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment),USA,Civil,Technology Development,LEO,Elliptical,441,659,95.5,4,,,1/31/2015,6/5/2018,4,USA,Vandenberg AFB,Delta 2
GSAT-10,India,Government,Communications,GEO,None,35777,35795,1436.07,"3,400","1,493",,9/28/2012,6/5/2018,6,India,Guiana Space Center,Ariane 5
GSAT-12,India,Government,Communications,GEO,None,35761,35811,1436.1,"1,410",559,"1,430",7/15/2011,6/5/2018,7,India,Satish Dhawan Space Centre,PSLV C17
GSAT-14,India,Government,Communications,GEO,None,35763,35810,1436.1,"1,982",,,1/5/2014,6/5/2018,5,India,Satish Dhawan Space Centre,GSLV
GSAT-15,India,Government,Communications,GEO,None,35782,35805,1436.1,"3,164",,,1/10/2015,6/5/2018,4,India,Guiana Space Center,Ariane 5
GSAT-16,India,Government,Communications,GEO,None,35776,35798,1436.1,"3,181",,,12/6/2014,6/5/2018,4,India,Guiana Space Center,Ariane 5 ECA
GSAT-17,India,Government,Communications,GEO,None,35757,35817,1436.1,"3,477",,,6/28/2017,6/5/2018,1,India,Guiana Space Center,Ariane 5
GSAT-18,India,Government,Communications,GEO,None,35775,35812,1436.1,"3,404",,,10/5/2016,6/5/2018,2,India,Guiana Space Center,Ariane 5
GSAT-19E,India,Government,Communications,GEO,None,35777,35795,1436.1,"3,136",,,6/3/2017,6/5/2018,2,India,Satish Dhawan Space Centre,GSLV MK.3
GSAT-2,India,Government,Communications,GEO,None,35776,35796,1436.07,"1,825",,,5/8/2003,6/5/2018,16,India,Satish Dhawan Space Centre,GSLV D2
GSAT-6 (Insat 4-E),India,Government/Commercial,Communications,GEO,None,35775,35775,1436.1,"2,110",980,"3,100",8/27/2015,6/5/2018,3,India,Satish Dhawan Space Centre,GSLV
GSAT-7,India,Military,Communications,GEO,None,35757,35814,1436,"2,650",,,8/29/2013,6/5/2018,5,India,Guiana Space Center,Ariane 5 ECA
GSAT-8,India,Government,Communications,GEO,None,35782,35796,1436.23,"3,093","1,426","6,250",5/20/2011,6/5/2018,8,India,Guiana Space Center,Ariane 5
"GSSAP 1 (Geosynchronous Space Situational Awareness Program, USA 253)",USA,Military,Space Observation,GEO,None,35741,35784,1434.9,,600,,7/28/2014,6/5/2018,4,USA,Cape Canaveral,Delta 4M
